Percentile,Precision,Recall,F1
90.0,0.4935680433310765,0.32428825622775803,0.3914093959731544
92.5,0.4829090909090909,0.29537366548042704,0.36654706044714325
95.0,0.4796310530361261,0.2775800711743772,0.3516483516483517
97.5,0.48012976480129765,0.26334519572953735,0.3401321459350761
98.0,0.4806902218570255,0.26023131672597866,0.33766233766233766
99.0,0.47164948453608246,0.2442170818505338,0.32180539273153574
99.5,0.46371681415929206,0.23309608540925267,0.310242747187685
99.7,0.4578096947935368,0.22686832740213522,0.30339083878643663
99.9,0.45652173913043476,0.22419928825622776,0.30071599045346065
