Percentile,Threshold,Precision,Recall,F1
90.0,0.4668390005159043,0.5408163265306123,0.11788256227758007,0.19357195032870708
92.5,0.5750333664302376,0.5129682997118156,0.0791814946619217,0.1371868978805395
95.0,0.6648352541805491,0.5425101214574899,0.059608540925266906,0.10741482965931863
97.5,0.7632692230879641,0.62,0.041370106761565835,0.07756463719766472
98.0,0.8040793736037702,0.6538461538461539,0.037811387900355875,0.07148864592094197
99.0,0.9298733929146908,0.6805555555555556,0.02179715302491103,0.04224137931034483
99.5,1.0377401919426392,0.6666666666666666,0.010676156583629894,0.021015761821366025
99.7,1.1821298323627232,0.5333333333333333,0.0035587188612099642,0.007070260715863898
99.9,1.3266491158269955,0.0,0.0,0.0
